id,name,status,is_acquired,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,age_first_milestone_year,age_last_milestone_year,avg_participants,state,industry_type,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,is_top500,funding_total_usd_log10,milestone_age_span,funding_age_span,has_milestone_age
c:23072,Persystent Technologies,acquired,1,3.6027,7.926,1,3,21460663,2,8.5945,9.1096,4.5,FL,software,0,0,0,1,1,1,1,7.33164315505187,0.5151000000000003,4.3233,1
c:49442,WireImage,acquired,1,5.3507,5.3507,6,1,15000000,0,,,4.0,NY,games_video,0,0,0,0,1,0,1,7.176091288008646,,0.0,0
c:38794,Hello Chair,closed,0,1.4137,4.2795,5,2,889999,2,1.3288,5.1836,3.5,CA,mobile,1,1,0,0,0,0,1,5.949390006644912,3.8548,2.8657999999999997,1
c:58018,Encentuate,acquired,1,4.2219,4.2219,6,1,16000000,1,3.0,3.0,3.0,CA,software,0,0,0,1,0,0,1,7.204120009799329,0.0,0.0,1
c:921,Consorte Media,acquired,1,2.4192,2.4192,5,1,7000000,4,2.5041,8.3973,2.0,CA,web,0,0,0,1,0,0,1,6.845098102056321,5.893199999999999,0.0,1
c:71120,Triples Media,closed,0,0.7479,0.7479,3,2,100000,0,,,1.0,NY,advertising,0,1,0,0,0,0,0,5.000004342923105,,0.0,0
c:20146,RightsFlow,acquired,1,1.9041,1.9041,13,1,1500000,3,1.9041,4.0027,1.0,NY,music,0,0,1,0,0,0,0,6.176091548585239,2.0986000000000002,0.0,1
c:7440,thePlatform,acquired,1,6.0356,6.0356,19,1,8000000,4,10.4959,12.6137,1.0,WA,web,1,0,0,0,0,0,1,6.903090041278751,2.117799999999999,0.0,1
c:512,Docstoc,acquired,1,0.2521,0.7425,22,2,4000000,4,4.2082,6.3479,3.0,CA,web,0,0,1,1,0,0,1,6.6020600999015695,2.1397000000000004,0.49040000000000006,1
c:25808,TwtBks,closed,0,0.0164,0.0164,3,1,25000,0,,,1.0,CA,web,0,1,0,0,0,0,0,4.397957380103888,,0.0,0
c:20117,Zenprise,acquired,1,2.4301,9.0055,10,6,64630000,3,8.5781,10.0137,3.6667,CA,mobile,1,0,0,1,1,0,1,7.810434162642377,1.4356000000000009,6.5754,1
c:10398,Picateers,closed,0,1.0,3.6493,10,2,12100000,1,3.4986,3.4986,1.0,CA,web,0,0,1,1,0,0,1,7.082785406208554,0.0,2.6493,1
c:14854,Vontu,acquired,1,4.2192,5.6110000000000015,9,2,20000000,1,5.0027,5.0027,4.5,CA,software,0,0,0,0,1,1,1,7.301030017378705,0.0,1.3918000000000017,1
c:37647,NextIO,closed,0,2.0301,9.3808,10,4,49600000,1,9.0055,9.0055,2.6667,TX,hardware,0,0,0,1,1,0,1,7.6954816852461345,0.0,7.350700000000001,1
c:18875,Emergent Game Technologies,acquired,1,7.5123,9.9479,3,5,51450000,1,0.4164,0.4164,5.6667,CA,games_video,1,0,0,0,0,1,1,7.71138538753955,0.0,2.435600000000001,1
c:27591,threadsy,acquired,1,-0.1808,2.5178,7,2,6300000,1,4.6904,4.6904,2.0,CA,messaging,0,0,1,1,0,0,1,6.799340618389208,0.0,2.6986,1
c:76274,Sonar.me,closed,0,2.0,2.0,8,1,200000,3,1.0274,3.1644,2.0,NY,mobile,0,1,0,0,0,0,1,5.301032167130962,2.137,0.0,1
c:150577,StyleZen,closed,0,0.0,0.0,2,1,20000,1,0.0,0.0,1.0,OH,fashion,0,1,0,0,0,0,0,4.301051709845226,0.0,0.0,1
c:12052,Kiva Systems,acquired,1,0.0,3.3945,13,2,11600000,3,6.9781,9.2192,2.0,MA,hardware,0,0,1,0,1,0,1,7.064458026666096,2.2411000000000003,3.3945,1
c:3180,Krillion,acquired,1,0.1205,0.1205,6,1,9150000,2,-0.2438,5.263,2.0,CA,web,0,0,1,0,0,0,1,6.961421141530323,5.5068,0.0,1
c:33912,Transactiv,closed,0,0.2849,0.2849,2,1,1200000,2,0.0,0.2849,4.0,OH,advertising,0,0,1,0,0,0,1,6.079181607959542,0.2849,0.0,1
c:71372,nprogress,closed,0,1.8301,1.8301,4,1,1700000,2,1.1616,1.1616,7.0,CA,social,0,0,0,0,0,0,1,6.230449176845541,0.0,0.0,1
c:465,Brightkite,acquired,1,0.5808,2.5123,9,3,1415000,4,0.5918,4.9699,1.0,CA,social,1,1,0,0,0,0,1,6.150756746782096,4.3781,1.9315000000000002,1
c:17430,Peanut Labs,acquired,1,1.0849,3.1342,16,2,4200000,2,5.9178,7.9342,1.5,CA,enterprise,0,0,1,1,0,0,1,6.623249393801336,2.0164,2.0492999999999997,1
c:4529,FlipKey,acquired,1,0.9151,1.6356,7,2,500000,2,4.8521,6.0904,2.0,MA,web,0,1,1,0,0,0,0,5.698970872924114,1.2382999999999997,0.7204999999999999,1
c:41957,AppTrigger,acquired,1,5.9507,5.9507,1,1,21500000,0,,,4.0,TX,public_relations,0,0,0,0,1,0,1,7.332438480115348,,0.0,0
c:2889,Footnote,acquired,1,0.0411,1.5863,4,2,10000000,2,2.2795,4.3918,2.0,UT,web,0,0,1,0,0,0,0,7.000000043429446,2.1123,1.5452000000000001,1
c:46042,NextMedium,closed,0,1.0877,2.5616,7,2,9500000,1,4.0027,4.0027,2.5,CA,software,0,0,1,1,0,0,1,6.977723651004054,0.0,1.4739,1
c:38504,iosil Energy,closed,0,2.9808,5.211,4,2,13875001,0,,,10.0,NM,cleantech,0,0,0,0,0,0,1,7.1422330543957155,,2.2302000000000004,0
c:25997,Kurani Interactive,closed,0,10.9068,10.9068,5,1,275000,1,9.2548,9.2548,2.0,NJ,software,0,1,0,0,0,0,0,5.4393342730800525,0.0,0.0,1
c:2953,Kapow Software,acquired,1,0.0849,5.0356,10,3,19743770,1,1.8329,1.8329,2.5,CA,software,0,0,0,1,1,0,1,7.295430105176632,0.0,4.950699999999999,1
c:49876,Locately,acquired,1,2.0849,4.0192,5,5,1178000,1,2.5041,2.5041,5.0,MA,software,0,1,0,0,0,0,1,6.071145659121964,0.0,1.9342999999999995,1
c:1447,TrustedID,acquired,1,0.7479,2.7945,5,3,25000000,2,2.0575,3.8356,2.0,CA,security,0,0,1,1,0,0,1,7.397940026043816,1.7780999999999998,2.0466,1
c:26114,Ciclon Semiconductor Device Corporation,acquired,1,1.5863,3.1808,1,3,24150000,0,,,2.0,PA,semiconductor,1,0,1,1,0,0,1,7.382917153070739,,1.5945,0
c:25688,Azingo,closed,0,1.7479,3.5452,4,2,80000000,1,2.0,2.0,1.0,CA,mobile,0,0,1,1,0,0,0,7.903089992420624,0.0,1.7973,1
c:335,Vudu,acquired,1,1.4164,3.326,11,2,36000000,3,4.4192,9.8164,3.5,CA,hardware,0,0,1,1,0,0,1,7.556302512831023,5.3972,1.9096,1
c:10153,"ITOG, Inc.",closed,0,1.3973,1.3973,1,1,205000,0,,,1.0,MO,network_hosting,0,1,0,0,0,0,0,5.311755979560255,,0.0,0
c:27,Plaxo,acquired,1,-0.0438,4.211,27,4,28300000,4,6.4164,9.0658,2.5,CA,web,0,0,1,1,1,1,1,7.451786450870385,2.649399999999999,4.2548,1
c:1957,Sharetivity,closed,0,-1.1836,-1.1836,1,1,2000000,1,0.8301,0.8301,1.0,CA,web,0,0,0,0,0,0,0,6.301030212811168,0.0,0.0,1
c:63,YouTube,acquired,1,0.7479,1.1616,63,2,11500000,6,2.4,8.8384,1.0,CA,games_video,0,0,1,1,0,0,1,7.060697878118348,6.4384,0.41369999999999996,1
c:58699,Hashable,closed,0,0.8904,0.8904,15,1,4000000,2,1.3288,2.526,3.0,NY,mobile,0,0,1,0,0,0,1,6.6020600999015695,1.1971999999999998,0.0,1
c:43386,MyNines,closed,0,0.7151,0.7151,2,1,500000,2,0.7479,2.011,1.0,NY,ecommerce,0,1,0,0,0,0,1,5.698970872924114,1.2631000000000001,0.0,1
c:3717,itzbig,closed,0,0.7425,0.7425,9,1,4000000,2,1.1671,3.9151,2.0,TX,search,0,0,1,0,0,0,1,6.6020600999015695,2.7479999999999998,0.0,1
c:70893,Loosecubes,closed,0,0.0,2.4274,8,2,9030000,2,2.4274,2.4986,4.0,NY,web,0,1,1,0,0,0,1,6.95568779840813,0.07120000000000015,2.4274,1
c:24727,Avid Radiopharmaceuticals,acquired,1,0.0658,4.3863,15,4,69900000,0,,,4.75,PA,biotech,0,1,1,0,1,1,1,7.844477181958764,,4.3205,0
c:162219,Contur,closed,0,0.6658,0.6658,2,1,20000,1,0.4192,0.4192,1.0,CA,messaging,0,1,0,0,0,0,0,4.301051709845226,0.0,0.0,1
c:12178,ExactTarget,acquired,1,3.6384,11.9041,29,7,238209999,3,10.9836,12.6822,2.0,IN,software,1,0,0,0,0,0,1,8.376959989110066,1.6986000000000008,8.265699999999999,1
c:23487,Rhythmia Medical,acquired,1,3.1014,6.7342,3,3,14700000,2,4.0027,6.7342,1.0,MA,medical,1,0,0,1,0,0,0,7.167317364292018,2.7315000000000005,3.6328000000000005,1
c:3400,MyMiniLife,acquired,1,-0.1288,0.8712,4,3,430000,2,-0.5863,1.2137,1.6667,CA,games_video,0,1,0,0,0,0,0,5.63346946556558,1.8,1.0,1
c:176278,Adept Cloud,acquired,1,1.337,1.4219,5,2,1015000,1,0.5863,0.5863,1.0,CA,enterprise,1,0,1,0,0,0,0,6.006466470125358,0.0,0.08489999999999998,1
c:22113,Factery,closed,0,0.4438,0.4438,2,1,1200000,1,0.8192,0.8192,2.0,CA,web,1,0,0,0,0,0,1,6.079181607959542,0.0,0.0,1
c:5617,"MeetMe, Inc.",acquired,1,1.8301,3.3288,16,2,17100000,4,3.274,7.6274,2.5,PA,web,0,0,1,1,0,0,1,7.232996135789492,4.3534,1.4987000000000001,1
c:15996,WildBlue,acquired,1,4.6767,4.6767,0,1,50000000,1,5.9671,5.9671,4.0,CO,web,1,0,0,0,0,0,1,7.698970013021908,0.0,0.0,1
c:46893,HeadCase Humanufacturing,closed,0,0.6548,0.6548,3,1,900000,0,,,1.0,CA,software,0,0,1,0,0,0,1,5.954242991988481,,0.0,0
c:1753,bluepulse,closed,0,16.9863,16.9863,7,1,6000000,2,16.663,18.3233,1.0,CA,network_hosting,0,0,1,0,0,0,1,6.7781513227660515,1.6602999999999994,0.0,1
c:22057,Mr. Youth,acquired,1,0.7479,7.0904,5,2,15100000,3,8.0055,9.874,1.0,NY,advertising,0,1,1,0,0,0,0,7.1789769760543924,1.868500000000001,6.342499999999999,1
c:35887,Teknovus,acquired,1,1.0,8.8795,7,5,62600000,2,4.0027,9.1863,9.3333,CA,semiconductor,1,0,1,1,1,1,1,7.796574340148041,5.183599999999999,7.8795,1
c:1628,Qik,acquired,1,1.8575,4.6027,15,4,14800000,3,3.9178,6.4301,2.25,CA,mobile,1,0,0,1,1,0,1,7.170261744739178,2.5123,2.7451999999999996,1
c:4453,EQAL,acquired,1,0.0411,3.1425,30,2,6875000,5,1.8466,4.4877,7.0,CA,web,1,0,1,0,0,0,1,6.837272765672402,2.6411000000000002,3.1014,1
c:16973,IonLogix Systems,closed,0,0.8712,0.8712,1,1,30000,0,,,1.0,TX,software,0,1,0,0,0,0,0,4.477135730961123,,0.0,0
c:47689,Atrica,closed,0,6.263,6.263,10,1,22200000,1,6.0055,6.0055,9.0,CA,public_relations,0,0,0,0,0,0,1,7.346352994013452,0.0,0.0,1
c:459,Socialthing,acquired,1,0.2055,0.4329,6,2,415000,2,0.4685,2.9507,1.0,CO,network_hosting,0,1,0,0,0,0,1,5.618049143203559,2.4821999999999997,0.22740000000000002,1
c:3094,Next New Networks,acquired,1,-0.1616,3.8329,16,4,27063781,4,3.0027,4.7014,3.5,NY,web,0,0,1,1,1,0,1,7.432388486532128,1.6986999999999997,3.9945,1
c:12468,AdECN,acquired,1,3.0877,3.0877,6,1,3100000,1,5.0027,5.0027,5.0,CA,advertising,0,0,1,0,0,0,1,6.491361833929244,0.0,0.0,1
c:856,Cuil,closed,0,2.1616,3.2877,13,2,33000000,4,3.4986,7.6904,2.5,CA,search,0,0,1,1,0,0,1,7.518513953038326,4.191800000000001,1.1261,1
c:16276,Sensory Networks,acquired,1,2.7753,5.0027,2,3,17400000,2,4.1644,10.7534,5.0,CA,web,1,0,0,0,1,0,1,7.240549273242052,6.5889999999999995,2.2274,1
c:410,Flock,acquired,1,0.0,3.3863,17,5,28300000,4,5.3973,8.7123,2.0,CA,web,0,1,1,1,1,1,1,7.451786450870385,3.3150000000000004,3.3863,1
c:726,AdMob,acquired,1,-0.2493,2.1644,42,4,46800000,6,1.411,6.537000000000001,2.5,CA,advertising,0,0,1,1,1,0,1,7.67024586235392,5.126000000000001,2.4137,1
c:8573,FeeFighters,acquired,1,1.3288,2.0301,5,3,1525000,2,2.0,2.0301,2.6667,IL,ecommerce,0,1,0,0,0,0,1,6.183270128465978,0.030100000000000016,0.7013,1
c:102867,WeHostels,acquired,1,0.3397,0.3397,9,1,1200000,3,0.5452,1.7151,5.0,NY,travel,0,1,0,0,0,0,1,6.079181607959542,1.1699000000000002,0.0,1
c:431,TimeBridge,acquired,1,0.1781,4.0301,6,3,12400000,4,3.674,7.2438,1.6667,CA,web,1,0,1,1,0,0,1,7.093421720185982,3.5698000000000003,3.852,1
c:60516,Lazarus Therapeutics,closed,0,4.5863,4.5863,1,1,100000,0,,,1.0,PA,biotech,1,0,0,0,0,0,1,5.000004342923105,,0.0,0
c:43832,Loyalty Lab,acquired,1,2.2219,7.3288,4,3,11000000,1,7.0055,7.0055,1.6667,CA,software,1,1,0,1,0,0,1,7.04139272463954,0.0,5.1068999999999996,1
c:83142,RentStuff.com,acquired,1,1.3397,2.2795,3,2,675000,1,1.0,1.0,1.5,TN,web,0,1,0,0,0,0,0,5.829304416229781,0.0,0.9398000000000002,1
c:9669,ZManda,acquired,1,0.0,2.3863,5,2,13000000,0,,,2.5,CA,software,0,0,1,1,0,0,1,7.113943385714103,,2.3863,0
c:62802,Jumo,acquired,1,0.7479,0.7479,5,1,3500000,2,1.0329,2.4986,2.0,NY,social,0,0,0,0,0,0,1,6.5440681684343955,1.4657000000000002,0.0,1
c:56568,Sionex,closed,0,4.9342,4.9342,2,1,12000000,1,0.0,0.0,4.0,MA,hardware,0,0,0,0,1,0,1,7.07918128223883,0.0,0.0,1
c:531,sezmi,acquired,1,0.5808,4.8521,10,5,78573646,4,0.9068,5.4164,4.3333,CA,games_video,0,0,1,1,1,0,1,7.8952769114141725,4.509600000000001,4.2713,1
c:10158,StudioNow,acquired,1,0.4521,6.0822,2,3,15286415,1,3.7425,3.7425,1.0,TN,photo_video,0,0,1,0,0,0,0,7.184305674171247,0.0,5.6301000000000005,1
c:11438,PicApp,acquired,1,0.7123,0.7123,5,1,3200000,3,1.5836,3.0027,1.0,CA,web,0,0,1,0,0,0,1,6.50515011403691,1.4191,0.0,1
c:75796,Million Dollar Earth,closed,0,0.0164,0.0164,1,1,30000,1,0.0,0.0,2.0,WA,advertising,0,1,0,0,0,0,0,4.477135730961123,0.0,0.0,1
c:45428,Composite Software,acquired,1,0.0,10.8192,28,3,14650003,1,9.5863,9.5863,1.0,CA,software,0,1,0,0,0,1,0,7.16583774326881,0.0,10.8192,1
c:16365,Terracotta,acquired,1,3.1589,5.6712,9,2,23500000,1,9.0055,9.0055,5.0,CA,software,1,0,0,1,0,0,1,7.371067880752352,0.0,2.5122999999999998,1
c:46889,FireStar Software,closed,0,5.0082,5.0082,2,1,980000,0,,,1.0,MA,software,0,0,0,0,0,0,0,5.991226518849904,,0.0,0
c:16264,Aquest Systems,closed,0,3.1562,3.1562,0,1,20000000,0,,,3.0,CA,hardware,0,0,0,1,0,0,1,7.301030017378705,,0.0,0
c:1253,Faves,closed,0,-0.9178,-0.9178,4,1,1500000,0,,,3.0,WA,web,0,0,0,0,0,0,0,6.176091548585239,,0.0,0
c:2838,Generate,acquired,1,4.1753,5.537000000000001,0,2,8000000,1,6.3836,6.3836,1.5,CA,games_video,0,0,1,0,0,0,1,6.903090041278751,0.0,1.3617000000000008,1
c:732,Attributor,acquired,1,0.326,4.6932,13,4,25200000,3,3.2548,4.6932,4.0,CA,software,0,0,1,1,1,1,1,7.401400558015451,1.4384000000000001,4.3672,1
c:1853,Greenplum Software,acquired,1,2.7507,4.589,21,4,61000000,2,7.9205,9.211,3.0,CA,software,0,0,1,1,1,0,1,7.7853298421303485,1.2905000000000006,1.8383000000000003,1
c:971,PlaySpan,acquired,1,1.337,4.3041,12,4,46300000,4,2.0822,5.8356,4.25,CA,games_video,1,0,1,1,1,0,1,7.665581000397964,3.7534000000000005,2.9671000000000003,1
c:1107,JackBe,acquired,1,4.0274,8.2712,15,4,24500000,5,5.811,11.0986,4.3333,MD,software,0,0,0,1,1,1,1,7.3891661020908375,5.287599999999999,4.2438,1
c:17252,D2C Games,closed,0,0.9863,1.6575,1,2,7500000,1,-1.3342,-1.3342,1.0,CA,games_video,0,0,1,0,0,0,0,6.875061321297627,0.0,0.6712,1
c:997,Zimbra,acquired,1,3.2493,3.2493,19,1,14500000,3,3.8356,7.8959,9.0,CA,enterprise,0,0,0,0,1,0,1,7.161368032186317,4.0603,0.0,1
c:30307,Smith & Tinker,closed,0,2.6493,2.6493,1,1,29000000,1,1.0,1.0,5.0,WA,games_video,1,0,0,0,0,0,1,7.462398012874628,0.0,0.0,1
c:16271,Mu Dynamics,acquired,1,0.0,3.3808,5,3,24000000,1,5.6795,5.6795,2.6667,CA,network_hosting,0,0,1,1,1,0,1,7.380211259807209,0.0,3.3808,1
c:22712,Fulcrum Microsystems,acquired,1,5.3562,10.2082,2,4,81017493,1,8.0055,8.0055,5.6667,CA,semiconductor,1,0,0,0,1,1,1,7.9085788056359725,0.0,4.851999999999999,1
c:9782,ReTel Technologies,acquired,1,1.8493,2.1726,4,2,1000000,3,2.1699,5.0822,4.5,CA,analytics,0,1,0,0,0,0,1,6.0000004342942646,2.9123,0.32330000000000014,1
c:68169,NexGen Storage,acquired,1,1.1014,1.8712,14,2,12010000,2,2.6466,2.6959,2.5,CO,software,1,0,1,0,0,0,1,7.0795430435639775,0.04930000000000012,0.7698,1
c:55354,WAY Systems,acquired,1,3.7562,3.7562,2,1,22000000,3,-1.0,8.674,4.0,MA,mobile,0,0,0,0,1,0,1,7.342422700562864,9.674,0.0,1
c:31488,Roxro Pharma,closed,0,8.4493,8.4493,1,1,42700000,0,,,3.0,CA,biotech,0,0,0,1,0,0,1,7.6304278851958545,,0.0,0
c:17542,Intelliden,acquired,1,5.9753,7.3918,5,3,80000000,1,4.0027,4.0027,4.0,CA,software,1,0,0,0,0,1,1,7.903089992420624,0.0,1.4165,1
c:44268,Forrst,acquired,1,1.1589,1.1589,3,1,205000,3,-0.0658,2.9616,7.0,CA,web,0,1,0,0,0,0,1,5.311755979560255,3.0273999999999996,0.0,1
c:51228,XGraph,acquired,1,1.7644,1.7644,5,1,3750000,2,0.0,3.0849,1.0,NY,analytics,0,0,1,0,0,0,1,6.574031383539565,3.0849,0.0,1
c:71852,Color Labs Inc.,closed,0,0.0,0.6411,11,2,41000000,2,1.5836,3.0685,1.5,CA,other,0,0,1,1,0,0,1,7.612783867312284,1.4848999999999999,0.6411,1
c:23125,Playdom,acquired,1,1.7781,2.3863,37,2,76000000,3,2.3123,4.6301,4.0,CA,games_video,0,0,1,0,0,0,1,7.880813597995193,2.3177999999999996,0.6081999999999999,1
c:37928,Digital Reef,acquired,1,0.0,2.7507,9,2,20000000,2,3.3315,5.2438,1.0,MA,enterprise,0,0,1,1,0,0,1,7.301030017378705,1.9123,2.7507,1
c:65916,Servio,acquired,1,1.2877,3.8521,11,2,9356180,4,1.3945,4.2356,1.5,CA,analytics,0,0,1,1,0,0,1,6.971098614862305,2.8411,2.5644,1
c:2245,Advaliant,closed,0,-9.0466,-9.0466,6,1,100000,2,-6.0466,-3.8822,1.0,NY,advertising,0,1,0,0,0,0,0,5.000004342923105,2.1643999999999997,0.0,1
c:16618,Vocalocity,acquired,1,2.0767,4.6603,9,2,13600000,2,4.5836,4.726,3.0,GA,software,0,0,0,1,1,0,1,7.133538940303634,0.1424000000000003,2.5836,1
c:1541,Dapper,acquired,1,1.1671,1.1671,19,1,3000000,4,1.926,4.0137,2.0,CA,advertising,0,0,1,0,0,0,1,6.477121399484465,2.0877,0.0,1
c:15687,SeeSaw Networks,closed,0,1.874,6.4767,4,5,21138876,0,,,2.0,CA,advertising,1,0,1,1,0,0,1,7.325081911748239,,4.6027000000000005,0
c:20889,oneforty,acquired,1,0.1945,0.7836,13,4,2345000,3,1.211,2.3836,5.75,MA,enterprise,0,1,1,0,0,0,1,6.370143032251268,1.1725999999999999,0.5891,1
c:2272,Smalltown,closed,0,0.7945,0.7945,7,1,4000000,4,2.0466,3.326,1.0,CA,web,0,0,1,0,0,0,0,6.6020600999015695,1.2793999999999999,0.0,1
c:5043,Skyrider,closed,0,3.811,5.1781,2,2,17000000,2,1.7507,3.589,3.0,CA,software,1,0,0,0,1,0,1,7.230448946925008,1.8383,1.3670999999999998,1
c:42193,SkillSlate,acquired,1,1.8,1.8,8,1,1100000,1,1.9151,1.9151,8.0,NY,web,0,1,0,0,0,0,1,6.041393079971211,0.0,0.0,1
c:60521,AwesomeTouch,acquired,1,-0.2384,0.8493,3,4,59700,1,0.9014,0.9014,1.0,KY,software,0,1,0,0,0,0,1,4.7759816056828805,0.0,1.0877000000000001,1
c:4881,Syncplicity,acquired,1,-0.0082,-0.0082,12,1,2350000,3,2.9726,3.7041,2.0,CA,enterprise,0,0,1,0,0,0,1,6.371068047077859,0.7315,0.0,1
c:7345,Fortisphere,closed,0,1.8822,1.8822,2,1,10000000,1,1.0,1.0,2.0,VA,software,0,0,1,0,0,0,1,7.000000043429446,0.0,0.0,1
c:103204,PlayerDuel,closed,0,0.6767,1.4493,2,2,21189,1,0.0,0.0,1.0,CA,mobile,1,1,0,0,0,0,1,4.326130956710794,0.0,0.7726000000000001,1
c:25743,Aveksa,acquired,1,2.4521,5.1562,7,3,28000000,2,7.6712,8.2219,2.6667,MA,software,0,0,1,1,1,0,1,7.447158046852736,0.5507,2.7041,1
c:55829,PANTA Systems,closed,0,3.3315,3.3315,0,1,9500000,0,,,2.0,CA,software,1,0,0,0,0,0,0,6.977723651004054,,0.0,0
c:26556,Beceem Communications,acquired,1,1.7479,5.5616,5,3,69600000,1,2.2548,2.2548,7.6667,CA,semiconductor,1,0,0,1,0,1,1,7.842609245850426,0.0,3.8137000000000003,1
c:29312,Trust Digital,acquired,1,2.6822,6.4164,11,3,23500000,2,2.8411,7.2356,3.6667,VA,mobile,1,0,0,1,1,0,1,7.371067880752352,4.3945,3.7342000000000004,1
c:3050,Sabrix,acquired,1,4.4712,4.4712,6,1,13000000,1,6.7534,6.7534,4.0,OR,software,0,0,0,0,0,1,1,7.113943385714103,0.0,0.0,1
c:2709,Panther Express,acquired,1,1.5616,3.1562,8,2,21750000,2,3.0,3.4959,2.0,NY,games_video,1,0,0,1,0,0,1,7.3374592812582184,0.4958999999999998,1.5946,1
c:53946,T-Networks,closed,0,5.1644,5.1644,0,1,5750000,0,,,4.0,PA,public_relations,0,0,0,0,1,0,1,6.7596679202190995,,0.0,0
c:28752,BlueNote Networks,acquired,1,0.7342,1.1753,1,2,23400000,1,0.1616,0.1616,2.5,ME,software,0,0,1,1,0,0,1,7.3692158759697355,0.0,0.44110000000000005,1
c:1148,Predictify,closed,0,1.0685,1.0685,4,1,4300000,3,0.8384,3.9918,2.0,CA,advertising,0,0,1,0,0,0,1,6.633468556578292,3.1534,0.0,1
c:1967,BreakingPoint Systems,acquired,1,2.2082,4.6521,1,2,20000000,1,-0.6548,-0.6548,2.0,TX,security,1,0,0,0,1,0,1,7.301030017378705,0.0,2.4438999999999997,1
c:27142,OptiMedica,acquired,1,4.2356,9.3616,16,2,51000000,1,5.0055,5.0055,3.5,CA,biotech,0,0,0,0,1,0,1,7.707570184613514,0.0,5.1259999999999994,1
c:42123,Metatomix,acquired,1,3.6877,10.137,2,4,27101994,1,3.0027,3.0027,4.6667,MA,enterprise,1,0,0,1,0,0,1,7.43300126082281,0.0,6.449300000000001,1
c:41656,Neterion,acquired,1,5.1507,5.1507,6,1,6480000,1,4.0027,4.0027,3.0,CA,public_relations,0,0,0,0,0,1,1,6.811575072891341,0.0,0.0,1
c:16145,Schooner Information Technology,acquired,1,0.4192,2.2329,8,2,35000000,2,2.2329,4.337,2.5,CA,enterprise,0,0,1,1,0,0,1,7.5440680567586895,2.1041,1.8136999999999999,1
c:6964,Swaptree Inc.,closed,0,-3.5068,0.3945,5,3,11300000,2,-0.937,0.0849,1.0,MA,web,1,0,0,1,1,0,1,7.053078481916558,1.0219,3.9013,1
c:155821,Nalace Corporation,closed,0,0.2986,0.2986,1,1,19000,1,0.2986,0.2986,1.0,GA,ecommerce,0,1,0,0,0,0,0,4.278776457955645,0.0,0.0,1
c:49052,Quidsi,acquired,1,1.6658,5.3014,27,6,78500000,3,5.8356,8.3534,3.4,NJ,ecommerce,0,0,1,1,1,1,1,7.894869662277666,2.5178000000000003,3.6356,1
c:167795,spotdock,closed,0,0.1534,0.1534,4,1,600000,0,,,2.0,NY,web,0,1,0,0,0,0,0,5.7781519742071765,,0.0,0
c:34152,Netcordia,acquired,1,5.4932,6.5836,3,2,13000000,1,6.7534,6.7534,1.5,MD,network_hosting,0,0,1,1,0,0,1,7.113943385714103,0.0,1.0903999999999998,1
c:3027,SearchMe,closed,0,0.0,2.8356,7,5,43600000,3,2.9205,4.3096,3.0,CA,search,0,0,1,1,1,1,1,7.639486499229468,1.3890999999999996,2.8356,1
c:10176,Yammer,acquired,1,0.3589,3.4712,38,5,142000000,3,3.3397,5.1918,5.2,CA,enterprise,0,0,1,1,1,1,1,8.152288347441468,1.8520999999999996,3.1123000000000003,1
c:50076,Clever Sense,acquired,1,2.1836,3.3068,6,2,2000000,2,2.7260000000000004,3.5425,1.5,CA,web,1,0,1,0,0,0,1,6.301030212811168,0.8164999999999996,1.1231999999999998,1
c:26122,AlterPoint,acquired,1,2.0,4.0466,4,3,26800000,1,6.0027,6.0027,3.0,TX,software,0,0,1,1,1,0,1,7.428134810233806,0.0,2.0465999999999998,1
c:17501,Shocking Technologies,closed,0,1.2904,6.3889999999999985,2,6,55900000,1,0.0,0.0,3.2,CA,hardware,1,0,1,1,1,0,1,7.747411815655555,0.0,5.0985999999999985,1
c:1613,Ribbit,acquired,1,1.6027,2.8137,14,2,11000000,3,3.4301,7.411,2.0,CA,mobile,0,0,1,1,0,0,1,7.04139272463954,3.9808999999999997,1.2109999999999999,1
c:41484,StorSimple,acquired,1,0.4137,2.474,19,3,31500000,1,3.0,3.0,3.3333,CA,enterprise,0,0,1,1,1,0,1,7.498310567576727,0.0,2.0603000000000002,1
c:76102,NationalField,acquired,1,3.3863,3.3863,4,1,1500000,2,-0.0301,4.4274,2.0,DC,enterprise,1,0,0,0,0,0,0,6.176091548585239,4.4575,0.0,1
c:76765,Tripl,closed,0,0.0082,1.1479,5,3,900000,3,-0.0219,1.2274,1.5,NY,social,0,1,0,0,0,0,1,5.954242991988481,1.2493,1.1397,1
c:24986,Sadra Medical,acquired,1,1.4603,6.3918,4,3,58000000,1,6.4192,6.4192,5.0,CA,biotech,0,0,1,1,1,0,1,7.763428001050773,0.0,4.9315,1
c:14593,expressor software,acquired,1,0.4959,4.9671,10,4,29050000,2,1.0,4.5123,2.6667,MA,software,1,0,0,1,0,0,1,7.463146151676245,3.5122999999999998,4.4712000000000005,1
c:138030,NSFW Corporation,acquired,1,0.7589,2.4521,3,2,250000,2,2.1644,2.9014,1.5,NV,news,0,1,0,0,0,0,1,5.397941745846491,0.7370000000000001,1.6932,1
